Clip Gauge Length (mm)	Force (kN)
39.93649836	0.50938594
39.93655924	0.50878304
39.93669032	0.5081678
39.93654288	0.51793891
39.93672384	0.51678026
39.93683864	0.5261116
39.93695424	0.52642488
39.93689668	0.53035611
39.9369046	0.54167855
39.93704552	0.53986138
39.93704212	0.55261737
39.93710424	0.55781442
39.93729736	0.55149817
39.93720412	0.56639421
39.93742	0.57324231
39.9374146	0.5707168
39.93750964	0.5752151
39.93748944	0.57865655
39.93757436	0.58544177
39.93762236	0.58769286
39.93769044	0.60069752
39.93778964	0.60056251
39.93777852	0.60982555
39.93793516	0.62104082
39.93803088	0.60796815
39.93813716	0.61002553
39.93800204	0.62299925
39.93810512	0.62532347
39.93824032	0.63889599
39.93833244	0.64311892
39.93840816	0.65074199
39.93844548	0.64436203
39.93853396	0.65535164
39.93855828	0.66101837
39.93875196	0.66458273
39.93872576	0.6689527
39.93870336	0.68433934
39.93879684	0.6760484
39.93875428	0.6815874
39.93886396	0.69185245
39.938953	0.69933432
39.9390966	0.69868916
39.93916736	0.70946848
39.93912088	0.71222359
39.93923512	0.71318513
39.93933016	0.71861613
39.9394292	0.71933341
39.93920148	0.72559923
39.93936988	0.72770399
39.93938704	0.73686808
39.93945284	0.73200619
39.93957504	0.74094772
39.93960744	0.7390821
39.9397144	0.74803287
39.939756	0.75339973
39.93988632	0.76576746
39.93987964	0.76562214
39.93982144	0.76674443
39.94004084	0.78007168
39.94002592	0.78408533
39.94009432	0.77945435
39.94003912	0.78926569
39.94011976	0.79084069
39.94019188	0.79657161
39.94020316	0.80220747
39.94032864	0.80232388
39.9402992	0.80479348
39.94033688	0.8081218
39.94033744	0.81498641
39.94041256	0.81480193
39.94037644	0.82257134
39.94048372	0.82324845
39.94054704	0.83261997
39.940623	0.84186035
39.94061556	0.83836097
39.94064384	0.83552343
39.94069272	0.8538084
39.94062148	0.84193766
39.9408276	0.84496891
39.94074476	0.85554934
39.94088884	0.86085021
39.94089388	0.8633641
39.94081992	0.85967737
39.94091328	0.87209743
39.94104464	0.87875175
39.94099768	0.87665653
39.94108328	0.88056487
39.94104132	0.87252617
39.94106124	0.88600284
39.941087	0.88038659
39.9411092	0.89134932
39.94115312	0.89388794
39.94116992	0.88744283
39.94123164	0.89289653
39.94128568	0.89478588
39.94127048	0.89207798
39.94128448	0.89770478
39.94128128	0.89997858
39.94136256	0.90058661
39.94135972	0.89964569
39.94128668	0.90609258
39.94140288	0.89605767
39.941408	0.90253675
39.94140968	0.91166478
39.94149656	0.90932202
39.94154412	0.91764206
39.94145448	0.91382521
39.94149816	0.9185304
39.94149752	0.91977644
39.94161012	0.91795331
39.9415936	0.93061781
39.94162628	0.92050427
39.9416484	0.92940044
39.94165884	0.92796767
39.94177208	0.93825537
39.94179244	0.93396753
39.94182364	0.94388634
39.94190916	0.94719994
39.94175892	0.94254732
39.9418054	0.95188868
39.94182624	0.9574936
39.9418772	0.95634449
39.94191096	0.95364404
39.94191032	0.95333564
39.94192336	0.9530986
39.9419664	0.96829557
39.9420014	0.96054369
39.94197872	0.9590047
39.94208844	0.96880674
39.942031	0.96335644
39.94206748	0.96892452
39.9419966	0.9725185
39.9421554	0.97825044
39.94211432	0.97809893
39.94212248	0.96974695
39.94212668	0.98548192
39.94222524	0.98195881
39.94230824	0.98435622
39.94226904	0.98729396
39.94219296	0.99003458
39.94225224	0.98635381
39.94229604	1.0048305
39.94225284	0.99331754
39.94238796	0.99846077
39.9423712	0.99843192
39.94239616	1.0070846
39.94244784	1.0052481
39.9424448	1.0072774
39.94248564	1.0132898
39.94254228	1.0070959
39.94257564	1.0113995
39.94248484	1.0164891
39.94257536	1.0100089
39.9425536	1.0173939
39.942575	1.0169951
39.94261536	1.0233331
39.94268424	1.0219744
39.94269164	1.0279208
39.94272564	1.0288332
39.94279548	1.0315645
39.9427732	1.033336
39.94278756	1.0370508
39.94273092	1.0301328
39.94276044	1.0350678
39.94285844	1.0355614
39.94286272	1.0436805
39.94296224	1.0502864
39.9428814	1.0547329
39.94289016	1.0517986
39.94301504	1.0474839
39.94301768	1.0539484
39.94299844	1.0505183
39.94293024	1.0517913
39.94301884	1.053865
39.94300512	1.0581682
39.94296372	1.0597793
39.94303184	1.058028
39.94309476	1.0546412
39.943126	1.0646071
39.94310968	1.0630746
39.94314836	1.0725634
39.94309856	1.0706946
39.9432194	1.0677118
39.94321072	1.0677118
39.94318512	1.0707822
39.94320344	1.0752071
39.94332344	1.0780758
39.94330092	1.0831139
39.94330668	1.0925841
39.94332348	1.0888157
39.9433914	1.0934199
39.94338512	1.0915738
39.94341412	1.0908998
39.94338348	1.0915676
39.94351724	1.088015
39.94348604	1.0955092
39.94342388	1.096033
39.94343648	1.0957164
39.9434984	1.1030457
39.9434644	1.1035376
39.94352912	1.1098474
39.94361	1.1123997
39.94357372	1.1101019
39.94362016	1.108924
39.94366056	1.1070429
39.94364488	1.1057659
39.94363204	1.1151249
39.94363428	1.116434
39.94363616	1.1238613
39.94374044	1.1243004
39.94375052	1.1227809
39.94371756	1.126402
39.9437692	1.1266792
39.9437378	1.1306289
39.94382552	1.1313113
39.94387544	1.1309299
39.9439014	1.1408042
39.94390064	1.1410453
39.943923	1.1377286
39.94394712	1.1437045
39.9440142	1.1460744
39.94384064	1.1393397
39.94399628	1.1387715
39.94399168	1.1397231
39.94398056	1.1535861
39.94412112	1.1514804
39.94403112	1.1508043
39.94405968	1.1475937
39.94405912	1.1572834
39.9441372	1.1561166
39.9441216	1.1638626
39.944203	1.1612329
39.94410396	1.1714588
39.94413608	1.1726391
39.94418564	1.1652024
39.94417352	1.1770545
39.94413076	1.1787398
39.94426728	1.1813694
39.94429756	1.1796913
39.94428396	1.1877792
39.94430572	1.1781936
39.94440264	1.1908365
39.94426804	1.1852839
39.94438404	1.187705
39.94440156	1.1964806
39.94439332	1.1887482
39.94437584	1.1914518
39.94445288	1.2047027
39.94446488	1.2018436
39.944433	1.2024165
39.94457212	1.2066817
39.94451468	1.2064745
39.9445484	1.2118146
39.94465828	1.2116569
39.94465092	1.2108291
39.94460648	1.211623
39.94455968	1.2075804
39.94455104	1.2157118
39.94469216	1.2155738
39.94476512	1.2198852
39.94478236	1.2183597
39.94468716	1.2235823
39.94480916	1.2250223
39.94477796	1.2232381
39.94480152	1.2274867
39.94479388	1.227966
39.94487744	1.232465
39.9448686	1.2348347
39.94485632	1.2365942
39.94495656	1.2352575
39.94485796	1.2385392
39.94495604	1.2369384
39.94493836	1.2400668
39.9451308	1.2392039
39.9449852	1.2402028
39.9449456	1.2411097
39.9450508	1.2433856
39.94505404	1.2528756
39.94494992	1.2544545
39.94512248	1.2539155
39.9450444	1.2500832
39.94507736	1.2536919
39.944975	1.2670274
39.9452128	1.2557235
39.94511528	1.2616293
39.94524676	1.2675272
39.94519516	1.270174
39.94526764	1.2676797
39.94516088	1.2762976
39.94524848	1.2730116
39.945294	1.2714821
39.94524688	1.2757678
39.94533976	1.2760245
39.94532472	1.2836847
39.94537204	1.278494
39.94544432	1.2922676
39.94539632	1.2944496
39.94532024	1.2892044
39.94541604	1.291405
39.94542892	1.2880086
39.9454352	1.301679
39.94560396	1.3022441
39.94546124	1.2962184
39.94552048	1.3013389
39.94552656	1.3078159
39.94549612	1.3073151
39.94557844	1.311579
39.94556256	1.3133581
39.94565128	1.3130972
39.94563216	1.3180109
39.94564088	1.3129901
39.94568924	1.3193033
39.945787	1.3212019
39.94582876	1.3290858
39.94572188	1.3229748
39.94579488	1.3179996
39.94574868	1.3254166
39.94598	1.3290424
39.94579232	1.332984
39.94593268	1.3351836
39.94577744	1.3368782
39.94580664	1.3353403
39.9459146	1.3424357
39.94591956	1.346675
39.94596248	1.3533046
39.94612512	1.3520988
39.94609172	1.3491253
39.94607636	1.3516361
39.9459514	1.3490986
39.9459602	1.3559909
39.9459964	1.3518248
39.94611004	1.352206
39.94626836	1.3605949
39.9461568	1.3631108
39.9464112	1.3678111
39.946314	1.3656095
39.94633508	1.3650118
39.94616028	1.3707682
39.9463208	1.3780183
39.94638932	1.3777678
39.94649308	1.3795995
39.9464566	1.3865186
39.94652124	1.3802837
39.94638428	1.3830185
39.9466052	1.3821937
39.94657748	1.3974525
39.94663876	1.3971032
39.94653108	1.3994099
39.94663784	1.3979276
39.946651	1.40257
39.9466704	1.3929174
39.9467332	1.3977957
39.94676588	1.4092542
39.94676128	1.405448
39.94684276	1.4168755
39.94690116	1.4209077
39.94689584	1.4231836
39.94678932	1.4191173
39.94692968	1.4189627
39.94698324	1.4191792
39.94698496	1.4321626
39.94685828	1.427031
39.94696172	1.4250851
39.9469794	1.4263766
39.94693936	1.439505
39.9470702	1.4405056
39.94711956	1.4412149
39.94708948	1.4376208
39.9470776	1.4501977
39.94712624	1.4454582
39.94713256	1.4455633
39.94709104	1.4548709
39.94717324	1.4513571
39.94716112	1.4542392
39.94715792	1.4614253
39.9472632	1.4584804
39.94726844	1.4630135
39.94727136	1.4623899
39.94727848	1.4673768
39.94734472	1.4645659
39.94728416	1.4602594
39.94728516	1.4699515
39.94737092	1.4737886
39.94744868	1.4796989
39.94737608	1.4749463
39.947463	1.477757
39.94743624	1.482154
39.9474698	1.4876807
39.94743132	1.486919
39.94754236	1.4904865
39.94751884	1.4987248
39.94759128	1.4932591
39.9476184	1.5002226
39.94754296	1.5067244
39.94755692	1.4970963
39.94757204	1.5017718
39.94776332	1.5056131
39.94775672	1.5066409
39.94766984	1.5160987
39.94764704	1.5093445
39.94779572	1.51504
39.94783748	1.5178521
39.94774992	1.5181931
39.94774052	1.5264112
39.94780132	1.5261731
39.94784768	1.5307287
39.94791176	1.5317296
39.94781516	1.5304761
39.9479568	1.5296702
39.94791764	1.5418463
39.94794692	1.5364008
39.94793444	1.5426264
39.94799176	1.5388457
39.94796888	1.551165
39.9480036	1.5420225
39.94805044	1.5488912
39.94806832	1.5552487
39.94812172	1.5546765
39.9481102	1.5514587
39.94811784	1.5609196
39.9482262	1.5573617
39.94821396	1.557677
39.948251	1.5669926
39.94826436	1.5713382
39.94818224	1.5710682
39.94833488	1.5759033
39.94827524	1.5739943
39.9483918	1.5780585
39.94822828	1.5678337
39.94839732	1.580729
39.94836012	1.58187
39.9484384	1.5787717
39.94839596	1.5837789
39.94843136	1.5929079
39.94837304	1.5865033
39.94842432	1.595125
39.9483492	1.5939038
39.94848852	1.5986667
39.94847288	1.59861
39.94854532	1.5972153
39.94859988	1.6065921
39.94857296	1.6059507
39.94857512	1.6051633
39.94855788	1.6160901
39.94865124	1.613607
39.94871064	1.6246914
39.94885164	1.6245595
39.94873708	1.6271342
39.94876024	1.6290038
39.94875192	1.6354079
39.9486696	1.6308199
39.94880228	1.6340874
39.94879664	1.6327907
39.948877	1.6380177
39.94883376	1.6421207
39.94883992	1.6403532
39.94891904	1.6488029
39.94885208	1.6434876
39.94895532	1.6527495
39.94903236	1.6552769
39.948967	1.6525279
39.9491138	1.6610965
39.94903312	1.660478
39.94900068	1.6589886
39.94905072	1.6601614
39.94916192	1.6699812
39.9491844	1.6690124
39.94909032	1.6701388
39.94914332	1.6833693
39.949288	1.6819241
39.94919728	1.6823146
39.9492112	1.6863016
39.94930556	1.6872829
39.94927224	1.6842113
39.94923556	1.6889617
39.94933108	1.6882445
39.94936716	1.6882136
39.94938144	1.6994299
39.94933424	1.701715
39.94941224	1.7069675
39.94938392	1.7057739
39.94953592	1.7158709
39.94947784	1.7133858
39.94955456	1.7149298
39.94941492	1.7149329
39.9495566	1.7081116
39.9497066	1.7236807
39.9495168	1.7251732
39.94957768	1.7222953
39.9496236	1.730303
39.94960896	1.7364638
39.9496666	1.7347249
39.9496348	1.7337662
39.94966128	1.7407093
39.94969432	1.739023
39.9497272	1.7363813
39.94985644	1.7526162
39.94983852	1.755803
39.94994296	1.7532334
39.9497604	1.7476015
39.9498976	1.7498866
39.949831	1.7537552
39.94992228	1.7581418
39.94993596	1.7662144
39.94990104	1.7618235
39.95011332	1.7681117
39.94998364	1.7653145
39.94991516	1.7700065
39.95003164	1.7680984
39.94996056	1.7746973
39.9500628	1.7701075
39.95003236	1.7829882
39.95008668	1.7858443
39.95018116	1.7813846
39.95013908	1.7794808
39.95013844	1.7926947
39.9501216	1.7926432
39.95018056	1.7868772
39.9502488	1.7950097
39.95024164	1.7954539
39.95027912	1.7981635
39.95016608	1.8010464
39.95024968	1.8030955
39.95022492	1.8101572
39.95030712	1.8108642
39.95022924	1.8148178
39.9503356	1.8073627
39.9503084	1.8069092
39.95035524	1.8173536
39.9503748	1.8133153
39.9504618	1.821963
39.95040392	1.819916
39.95054668	1.8262271
39.95054772	1.8184192
39.95044528	1.829616
39.95047604	1.8320113
39.9505738	1.8323566
39.9506228	1.8348819
39.95055336	1.8356736
39.95069712	1.8428515
39.95053996	1.8457354
39.95065536	1.849108
39.95069	1.8513807
39.9506666	1.8554449
39.95076744	1.8526433
39.95078808	1.8623549
39.95071804	1.8679597
39.95076264	1.861818
39.95076728	1.8727878
39.95091764	1.8712541
39.9508854	1.8740566
39.950846	1.8769085
39.95083792	1.882964
39.95091364	1.8806006
39.95083216	1.8859994
39.95099296	1.8749287
39.95104388	1.8894618
39.95099732	1.8842678
39.951055	1.9010099
39.951076	1.8922095
39.95101424	1.9025952
39.95105568	1.9055254
39.95108016	1.9014026
39.95101344	1.9017643
39.95120532	1.9070046
39.95116356	1.9030899
39.95113368	1.9170643
39.9511852	1.9155421
39.95121984	1.9167943
39.95125048	1.9184074
39.95128956	1.909839
39.95124188	1.9251546
39.9512738	1.9251184
39.95130592	1.9309193
39.95137292	1.9357492
39.95138212	1.9330889
39.9514516	1.9349958
39.95142644	1.9394879
39.95147552	1.9408431
39.95145104	1.9420822
39.95144516	1.94594
39.9515336	1.9474192
39.95153136	1.9424533
39.95162484	1.9466792
39.95154064	1.9497722
39.95155716	1.9505216
39.95155364	1.951504
39.95158	1.9634365
39.9516198	1.9560339
39.95164816	1.9644918
39.95171056	1.9647281
39.95176568	1.9754137
39.9518178	1.9715285
39.95181652	1.9745622
39.95180132	1.9782934
39.95175172	1.9782017
39.95176812	1.9828513
39.9518848	1.9807465
39.95178448	1.9864039
39.95190688	1.9837995
39.95180824	1.9822037
39.95183784	1.9832573
39.95195264	1.9991552
39.95191956	1.9932582
39.95194636	2.0002031
39.95202956	2.0024285
39.95205624	2.0087016
39.95201548	2.0137191
39.95204956	2.0051899
39.95208268	2.0081563
39.95219148	2.0234287
39.95217576	2.0194128
39.95221092	2.0289326
39.95216244	2.0288491
39.95224636	2.0293584
39.95223044	2.0339098
39.95230236	2.0340283
39.95221184	2.0325401
39.95224284	2.0463929
39.95233176	2.0454798
39.95241816	2.0541625
39.95234256	2.0523114
39.95237048	2.0459261
39.95238972	2.0527618
39.95238352	2.0579731
39.95236168	2.0616322
39.95256812	2.0633259
39.95252948	2.0657334
39.95255584	2.0680866
39.95248952	2.0707841
39.95254644	2.0754108
39.95264116	2.0734329
39.95260732	2.0792711
39.9526348	2.0810933
39.95271124	2.0869074
39.9526664	2.0822797
39.95271696	2.0823569
39.95271848	2.0866189
39.95271508	2.0916398
39.95271916	2.0918159
39.95277896	2.0965655
39.95275624	2.0987773
39.95281288	2.1008728
39.952988	2.1030691
39.95292236	2.1014664
39.952914	2.1007614
39.95301288	2.1069458
39.95288692	2.1113532
39.95298212	2.1089308
39.95307504	2.1212459
39.95295472	2.1199484
39.95308024	2.123529
39.95314904	2.1220026
39.95317896	2.1272354
39.95310904	2.1245162
39.95307336	2.1363139
39.95327584	2.1336114
39.953153	2.1348629
39.95326784	2.137414
39.95333396	2.1447856
39.95331584	2.1431613
39.95333716	2.1494341
39.95327484	2.1492002
39.95332908	2.1450825
39.95330572	2.1525056
39.95330384	2.1543093
39.95336312	2.1640899
39.95347012	2.1619296
39.95344712	2.1605103
39.953499	2.1653709
39.95351712	2.1646578
39.95352324	2.1699362
39.9536132	2.1629758
39.95343396	2.1772482
39.95354684	2.1859028
39.95362516	2.179285
39.95365604	2.1776059
39.95363772	2.1873295
39.95372004	2.1949437
39.9536864	2.1964598
39.95367076	2.1969275
39.9537264	2.2006259
39.95383352	2.2046654
39.95375456	2.2071936
39.95387728	2.2074008
39.9539108	2.2058339
39.95380632	2.2047169
39.95386804	2.216536
39.9539126	2.2151406
39.953887	2.2183099
39.95400084	2.2159166
39.95393944	2.2267373
39.95395872	2.2206321
39.95397236	2.2264755
39.95393888	2.2274358
39.9540076	2.2288883
39.9540782	2.2309406
39.95405656	2.2299087
39.95406332	2.2359436
39.95412056	2.23016
39.9540484	2.2436604
39.95419456	2.2384419
39.95411448	2.2445264
39.954084	2.2407899
39.9541658	2.2390583
39.9541606	2.2462273
39.95420812	2.2441359
39.9541848	2.2542069
39.9542324	2.2591181
39.95421416	2.2608426
39.95426276	2.2591388
39.95437408	2.2678061
39.9543382	2.2653489
39.95437596	2.2696307
39.95448184	2.2726226
39.9544286	2.2833176
39.95442056	2.2841256
39.95447836	2.2742791
39.95452724	2.2896554
39.95441612	2.2872951
39.95454584	2.2946873
39.95464216	2.2912467
39.95466452	2.3030796
39.954629	2.3004894
39.9546566	2.2963212
39.95465584	2.3032382
39.95460736	2.3046894
39.95472776	2.3143587
39.9547658	2.3139732
39.95476644	2.3136146
39.95478376	2.3141928
39.95476928	2.3273077
39.95481012	2.3239453
39.9549342	2.3188288
39.9548636	2.3243318
39.9549656	2.3311582
39.95497696	2.3299153
39.9549874	2.3337743
39.95500604	2.3380198
39.95505588	2.3463666
39.95507988	2.3417468
39.95500152	2.350975
39.9551346	2.3566408
39.95522684	2.349431
39.95516664	2.3574479
39.95520272	2.3615131
39.95517772	2.3622603
39.95518656	2.3673923
39.9551626	2.3601782
39.9552536	2.3777077
39.95532328	2.370234
39.95535996	2.3745322
39.95529336	2.3680046
39.955259	2.3730345
39.95523812	2.3783057
39.95543252	2.3767252
39.95531808	2.3842795
39.95534676	2.3803236
39.95539988	2.3873706
39.95541992	2.3899617
39.95541844	2.3945053
39.95540556	2.3967021
39.9555454	2.4016039
39.95555548	2.4051588
39.95555404	2.4108856
39.95569612	2.4091241
39.95564732	2.3980985
39.95555768	2.4127338
39.95557068	2.4127307
39.95566064	2.4121606
39.95558652	2.4140759
39.95571868	2.4175935
39.95572172	2.4160619
39.95574368	2.4249198
39.955669	2.4234891
39.955753	2.4303241
39.95579232	2.429785
39.95582736	2.4276254
39.9557398	2.4341004
39.955945	2.4396138
39.95592984	2.4381008
39.95600344	2.4425235
39.95590968	2.448139
39.9558894	2.4475856
39.95597572	2.4540799
39.95604012	2.4480977
39.9561294	2.4557807
39.9559948	2.4557126
39.95611832	2.4677205
39.95616576	2.4694624
39.95613252	2.4700809
39.95609064	2.4677091
39.95619324	2.477308
39.95614768	2.4755766
39.95630676	2.4751799
39.9562756	2.4780927
39.95624604	2.4855983
39.95629944	2.4831679
39.95635064	2.4873774
39.9563152	2.4848778
39.95632844	2.4861302
39.95630992	2.5043514
39.95638188	2.5070715
39.95642416	2.4989936
39.956394	2.5143194
39.95644556	2.5111737
39.9564936	2.514174
39.95654712	2.5162964
39.95644852	2.5225601
39.95655968	2.5223641
39.95665952	2.5226498
39.95668876	2.5318706
39.95654116	2.5341051
39.95659876	2.5314736
39.95669996	2.5386269
39.95671356	2.5363243
39.9567098	2.5332446
39.95672252	2.5446444
39.95674124	2.547857
39.95687012	2.5483303
39.95678604	2.5472603
39.95684164	2.5543733
39.95687676	2.5596483
39.9568442	2.56446
39.95690292	2.5652606
39.9569772	2.5639322
39.95699164	2.5721149
39.95705452	2.575443
39.95697736	2.5810122
39.95703188	2.5754008
39.95709184	2.5796092
39.95710332	2.5819545
39.95708176	2.5882354
39.95704708	2.5976686
39.95715364	2.6008596
39.95729824	2.598556
39.95722608	2.5944817
39.95722768	2.5963843
39.9572768	2.5994186
39.9572642	2.6125317
39.957279	2.6085117
39.95731272	2.6181974
39.95726516	2.6210299
39.95734456	2.6226575
39.95739656	2.6157908
39.95743028	2.6259804
39.95746388	2.6217308
39.95750404	2.6287489
39.95748556	2.6349838
39.95755292	2.6303949
39.9576146	2.636838
39.95745224	2.6408796
39.95767324	2.6424439
39.95764952	2.6404498
39.95761768	2.6452177
39.95762432	2.6522422
39.95772516	2.6593046
39.9577322	2.656899
39.95782132	2.6634884
39.95780668	2.6668115
39.9578838	2.6702046
39.9577382	2.6705766
39.957835	2.6681781
39.95785296	2.6682286
39.95789408	2.6815374
39.95792608	2.6866052
39.95799752	2.6830246
39.95800004	2.6868701
39.95810664	2.6950953
39.95804336	2.6854715
39.95802504	2.6873312
39.95811948	2.6953282
39.958125	2.7003543
39.95813336	2.6938574
39.95818044	2.7078857
39.95805872	2.6969094
39.95827492	2.7141142
39.95815848	2.7071352
39.9582516	2.7144604
39.95836688	2.7228475
39.95824724	2.7233517
39.9582732	2.7215922
39.95838932	2.7232044
39.95834848	2.7257707
39.95839616	2.7343287
39.95852104	2.7327569
39.95844344	2.7343504
39.95855872	2.7401183
39.95845092	2.747225
39.95851276	2.7392197
39.95847324	2.7477424
39.95852112	2.7520666
39.95859404	2.7590482
39.9586224	2.7637391
39.95874208	2.7716324
39.9586952	2.7605224
39.95871188	2.771008
39.9587182	2.7702382
39.95868352	2.7681961
39.95880864	2.7736547
39.95879044	2.7837539
39.9588618	2.7760532
39.9588996	2.787117
39.95889052	2.7942455
39.95884332	2.7825077
39.95889668	2.7888136
39.95903992	2.7980232
39.9589956	2.8030324
39.95900596	2.8000019
39.95901772	2.8074119
39.9589584	2.8110948
39.95906556	2.8177295
39.95906644	2.8176758
39.9590336	2.8062298
39.95919084	2.8268523
39.95925592	2.8276141
39.95916416	2.8259256
39.95924628	2.824389
39.95926436	2.8226285
39.95930452	2.8335571
39.95927984	2.8390746
39.9593642	2.8375545
39.95947504	2.8387809
39.9593502	2.8415277
39.95941924	2.8427472
39.95949008	2.8449795
39.95955628	2.8513484
39.9595048	2.8520854
39.95950928	2.8603559
39.95943964	2.8610299
39.95948224	2.8600962
39.95961404	2.8787656
39.9596032	2.8648572
39.95953328	2.8693304
39.95964248	2.8699582
39.95962004	2.8885307
39.95966216	2.8755209
39.9596944	2.8823781
39.95971664	2.8839264
39.95982608	2.8868558
39.95981644	2.887671
39.9598776	2.8930492
39.95987164	2.9088535
39.95985916	2.8992057
39.96007488	2.9148624
39.95992344	2.912667
39.9599714	2.9099202
39.95996896	2.9148088
39.95998676	2.9171052
39.96010696	2.9152489
39.96007888	2.9208581
39.96003548	2.9251337
39.96011636	2.9345698
39.96009308	2.9275548
39.96020208	2.9330308
39.96024296	2.9420972
39.96020544	2.9477971
39.96028244	2.943938
39.96019156	2.944541
39.96038348	2.9512901
39.96033912	2.9539568
39.9603374	2.9518528
39.96038028	2.9542186
39.9604466	2.9592617
39.9604378	2.9620879
39.96053988	2.9680982
39.96052936	2.9693506
39.96048644	2.9659119
39.96055756	2.967056
39.96058496	2.9733031
39.96055644	2.9782166
39.96053028	2.9820127
39.96062944	2.9802203
39.96071484	2.9930375
39.9607124	2.98785
39.9606716	2.9832013
39.96073844	2.9973664
39.96074528	2.9960368
39.9608914	3.0010326
39.96082236	2.9925294
39.96090144	3.0052309
39.96100028	3.0135787
39.96086144	3.0134695
39.96096684	3.0175717
39.96101776	3.0267296
39.96094968	3.028316
39.96102232	3.0245001
39.96106684	3.0294497
39.96110584	3.0350773
39.96109872	3.0367804
39.9612506	3.0397549
39.96117804	3.0398889
39.9611696	3.0443549
39.96113428	3.0406322
39.96118548	3.0454848
39.96129412	3.0486035
39.9612594	3.0550909
39.96131684	3.050936
39.96135016	3.0570123
39.96138748	3.06721
39.96140272	3.065932
39.96148732	3.0624225
39.9614198	3.0722175
39.96148084	3.0832119
39.96155716	3.0703282
39.9616248	3.0794995
39.96160576	3.0823586
39.96154188	3.0902119
39.96161028	3.0811896
39.96163248	3.090452
39.96163548	3.0934491
39.9617078	3.0921507
39.96179504	3.0985501
39.96173092	3.1021948
39.96178968	3.0986121
39.96181988	3.1101303
39.96181292	3.1122413
39.96182812	3.1236608
39.96187	3.1190388
39.96191268	3.1243615
39.96191648	3.1336484
39.96198956	3.1237133
39.96193792	3.1288719
39.961978	3.139677
39.96206724	3.1347542
39.96210044	3.1345265
39.96215904	3.1428959
39.9621404	3.1505809
39.9621574	3.1492834
39.9622268	3.1505325
39.96215464	3.1535299
39.96214652	3.159138
39.96234144	3.1574209
39.96226572	3.1568985
39.9623154	3.1645277
39.96234112	3.173933
39.96233432	3.1757503
39.96230904	3.1689351
39.96246108	3.1764078
39.96243376	3.1812119
39.96245208	3.1824799
39.96248864	3.1822984
39.9625484	3.1903131
39.96244516	3.1879199
39.96253184	3.2015212
39.9626738	3.2061472
39.9626566	3.202888
39.96262456	3.2086291
39.96265572	3.2046349
39.96264676	3.2059059
39.96263668	3.2223346
39.96272044	3.2174139
39.96268384	3.2177353
39.96272804	3.2159896
39.9628728	3.2263947
39.96280048	3.2221754
39.96285992	3.2285857
39.96279932	3.2341394
39.96280984	3.2300062
39.96293216	3.23453
39.9630196	3.2436767
39.96296692	3.2393692
39.96304552	3.2506042
39.96302288	3.2551825
39.96299764	3.2567019
39.96318988	3.2523451
39.96306684	3.2628028
39.96319196	3.266475
39.96309496	3.2624967
39.96320788	3.2577782
39.96325904	3.2725389
39.96332032	3.2786841
39.96324044	3.2775419
39.96336328	3.2828791
39.96331216	3.2871358
39.96340564	3.2856352
39.96337944	3.2935328
39.96343684	3.2921648
39.96348972	3.3038418
39.96352652	3.3046148
39.96353596	3.3057425
39.96353288	3.3093491
39.96360248	3.3171475
39.96357944	3.3145986
39.9635686	3.3087306
39.96358216	3.3233006
39.96370828	3.3148644
39.96372628	3.3264167
