Clip Gauge Length (mm)	Force (kN)
40.02107557	6.0366607
40.02103103	6.0339746
40.02112007	6.0362043
40.02109974	6.0402846
40.02118007	6.0479841
40.02108914	6.0505824
40.02121864	6.0528173
40.02117328	6.05936
40.02117849	6.0582328
40.02125718	6.062964
40.0212508	6.0631418
40.02133069	6.0671945
40.02133658	6.0719504
40.02137251	6.0812683
40.02141198	6.0765166
40.02141962	6.0791936
40.02147757	6.0851407
40.02148994	6.0893307
40.02150856	6.0873103
40.02151518	6.0968084
40.02160833	6.1003714
40.02157998	6.106061
40.0216792	6.1074848
40.02165712	6.1120291
40.02177475	6.1191688
40.02179711	6.1250162
40.02184333	6.1277571
40.0219313	6.1303458
40.02192376	6.1299267
40.02188217	6.1495934
40.02197838	6.1379175
40.02188982	6.1437278
40.02201897	6.1458669
40.0220248	6.1488328
40.02202542	6.1563191
40.02212615	6.1593814
40.02219739	6.1592855
40.02211823	6.1625395
40.02210434	6.1718998
40.02215313	6.1707883
40.02218313	6.1838784
40.02223305	6.1854057
40.02228523	6.1891375
40.02227317	6.191112
40.02234846	6.1958966
40.02239721	6.1976519
40.02247353	6.1914482
40.02244754	6.1977963
40.02251111	6.2026768
40.02246373	6.2036023
40.02256165	6.2094178
40.02253213	6.2166038
40.02257937	6.2225161
40.0225637	6.2190261
40.02265003	6.22543
40.02265473	6.2261515
40.02269539	6.2318492
40.02271758	6.2337108
40.02270568	6.2294836
40.02275378	6.2460423
40.02276945	6.2402868
40.02282462	6.2438273
40.02286007	6.2496634
40.02289723	6.2561874
40.02301285	6.2586007
40.02300119	6.2648129
40.02298274	6.2619586
40.02298727	6.2699447
40.02311865	6.2678967
40.02312955	6.2743068
40.02309328	6.2764516
40.02316987	6.2826247
40.02320433	6.289845
40.02331024	6.2914538
40.02326152	6.2896972
40.02324602	6.2988429
40.02329947	6.2918453
40.02330733	6.3017302
40.02333307	6.2983389
40.02337727	6.3127041
40.02353875	6.3123598
40.02355117	6.3218222
40.02354331	6.3163199
40.02349922	6.3223209
40.02360643	6.3276906
40.02352778	6.3310118
40.02353769	6.3417816
40.02370915	6.3392134
40.02363136	6.3506818
40.02369448	6.3468108
40.02378397	6.3512754
40.02375482	6.3554907
40.02388466	6.3584404
40.02370069	6.3618994
40.02380121	6.3590441
40.02386605	6.3637795
40.02389659	6.3736124
40.02390681	6.3643575
40.02405133	6.3722439
40.02401742	6.3780704
40.02406675	6.3833694
40.02400638	6.3870602
40.02397442	6.3934259
40.02407982	6.3906245
40.02424823	6.4002433
40.02420561	6.4045792
40.02414191	6.4101534
40.02434245	6.4106216
40.02429157	6.4121027
40.02430771	6.4203782
40.02434437	6.418365
40.02441993	6.4262996
40.02440227	6.4213862
40.02443855	6.4287415
40.0244763	6.4287004
40.02456911	6.4296064
40.02450294	6.440465
40.02454741	6.4372945
40.02469391	6.446939
40.02457833	6.44204
40.02472267	6.4534831
40.02478185	6.4465113
40.02471448	6.4577193
40.02473344	6.4570122
40.02478885	6.4723225
40.0247932	6.4793119
40.02485882	6.4797511
40.02492181	6.4816937
40.02495167	6.483336
40.02496792	6.4838667
40.02497166	6.4890933
40.02495808	6.4922805
40.02502768	6.5035334
40.02511384	6.506732
40.02505213	6.4971576
40.02511425	6.5076351
40.02518001	6.4998655
40.02525174	6.5159621
40.02528462	6.5084081
40.02523943	6.5247674
40.02529487	6.5269928
40.02532223	6.5292339
40.02540129	6.53371
40.02536666	6.5271568
40.02539485	6.536602
40.02541593	6.5314713
40.0254268	6.5408964
40.02549746	6.5477452
40.02553106	6.546319
40.0254964	6.551722
40.02556885	6.5586824
40.02561829	6.554678
40.02567811	6.5614457
40.02565926	6.5592661
40.02570256	6.5690761
40.02574734	6.5684004
40.02582719	6.5720396
40.02585112	6.5775776
40.02581101	6.5829158
40.02590855	6.5892177
40.02591647	6.5989218
40.02593721	6.6071148
40.02595535	6.5983777
40.02604391	6.6066899
40.02612417	6.6097288
40.02602457	6.6119461
40.02614817	6.612113
40.02611872	6.6186876
40.02621393	6.6165295
40.02623704	6.6290479
40.02620121	6.6332717
40.02617512	6.6305256
40.02632293	6.6292343
40.0262885	6.6329284
40.02638166	6.6500854
40.02634339	6.6452608
40.02632677	6.6430254
40.02628737	6.6486416
40.02641954	6.6503525
40.02647029	6.6652436
40.02647203	6.6634841
40.02653978	6.6576614
40.02657314	6.669692
40.02665094	6.6820059
40.02672129	6.6759372
40.02656865	6.6851974
40.02673782	6.6902633
40.02673223	6.6947045
40.02675935	6.6947117
40.0269399	6.7065854
40.02688312	6.6989408
40.02696434	6.7115588
40.02696602	6.7173576
40.02693366	6.7161036
40.02698755	6.7194972
40.02698111	6.7188644
40.02708366	6.7260084
40.02704454	6.7220492
40.02710286	6.7241511
40.0271045	6.728004
40.02720318	6.7349982
40.02722934	6.7349725
40.02723839	6.7404819
40.02718662	6.7373343
40.02722776	6.7484608
40.02724617	6.7456374
40.02726791	6.7486916
40.02733137	6.7607708
40.02735811	6.7600894
40.02736751	6.7625551
40.02755097	6.7829499
40.0275028	6.7766747
40.02753859	6.7806439
40.02756856	6.7851801
40.02756856	6.7891378
40.02761049	6.793756
40.02762506	6.79561
40.02769161	6.7992854
40.02777945	6.8053718
40.0277213	6.8081479
40.02779461	6.8067694
40.02771801	6.812314
40.02783606	6.8127446
40.02792839	6.8172851
40.02794111	6.8191776
40.02801712	6.8254409
40.02792229	6.8286343
40.02800725	6.8329263
40.02805425	6.8255367
40.02799617	6.8372922
40.02818053	6.8405237
40.02809159	6.8453074
40.02804955	6.8446031
40.02814579	6.8494453
40.02813163	6.8523884
40.02820093	6.8548188
40.02829514	6.8519769
40.02819472	6.8666935
40.02826144	6.8633265
40.02827155	6.8655
40.02826658	6.8801126
40.02832086	6.8728418
40.02841333	6.8703308
40.02834702	6.8859105
40.02848697	6.8863311
40.02862463	6.8948941
40.02858112	6.898314
40.02859987	6.9098859
40.02867767	6.9020772
40.02872358	6.915494
40.02874219	6.9172072
40.0287484	6.925252
40.02885592	6.922811
40.02882373	6.9325914
40.02891619	6.9317679
40.02893467	6.9340162
40.02897712	6.9372897
40.02899731	6.9359527
40.02905238	6.9471898
40.02896622	6.9478989
40.02906907	6.9516373
40.02914992	6.961421
40.02910264	6.9653068
40.02912266	6.9670424
40.02911107	6.9640474
40.02916837	6.9731421
40.02932495	6.9739299
40.02919933	6.9747119
40.02927757	6.9805737
40.02929179	6.9772434
40.02939558	6.9896154
40.02948726	6.990922
40.02939157	6.994277
40.02946706	6.9960957
40.02950344	7.0068426
40.02957115	7.0046792
40.02952603	7.003562
40.02954595	7.0153022
40.02959845	7.011755
40.02962515	7.0166893
40.02964895	7.010303
40.0296807	7.0200028
40.02969808	7.0295782
40.02960067	7.0272303
40.02972335	7.0324583
40.02977224	7.0458546
40.02985689	7.0456347
40.02986426	7.0474243
40.03001001	7.0498834
40.02993023	7.0547762
40.02995293	7.0606389
40.03009106	7.0663309
40.03005938	7.069891
40.0301356	7.0680943
40.03021034	7.0712957
40.03014626	7.0760131
40.03031409	7.0825472
40.03022659	7.0890241
40.03030727	7.0881839
40.03041808	7.0948219
40.03042806	7.1058011
40.03049893	7.1085191
40.03048209	7.1137633
40.03047846	7.117043
40.03055066	7.1265373
40.0306816	7.1294861
40.03066943	7.1349573
40.03068242	7.1434212
40.03073759	7.1336522
40.03075528	7.1429462
40.03085697	7.1508012
40.0307907	7.1586542
40.03086455	7.1624742
40.03089462	7.1604838
40.03088406	7.1670423
40.03094094	7.1634007
40.03087669	7.1695189
40.03104815	7.1676445
40.03095307	7.1744986
40.03100066	7.1762199
40.03107554	7.1813526
40.03106502	7.1908121
40.03110818	7.1814351
40.03113595	7.1933351
40.0311399	7.1982431
40.03114593	7.1969886
40.0312553	7.2045484
40.03124101	7.2050657
40.03131842	7.2033577
40.03134705	7.2194362
40.03142653	7.2158799
40.0314292	7.2254233
40.0314279	7.2285094
40.0315455	7.2357607
40.0315923	7.2451658
40.03157913	7.2408576
40.03164547	7.2482519
40.03168219	7.2522726
40.03166605	7.2565665
40.03175059	7.2541776
40.03174957	7.2626367
40.03182273	7.2709908
40.03184471	7.2759905
40.03176839	7.2681975
40.03189411	7.2752256
40.03190598	7.2719593
40.03188722	7.2901535
40.03194225	7.2813997
40.03202142	7.2955132
40.03205505	7.2964206
40.03203743	7.2935457
40.0321037	7.2923355
40.03213802	7.3034811
40.03216343	7.3088894
40.03216185	7.3149371
40.03225898	7.3136272
40.03232371	7.3265042
40.03227808	7.3224812
40.03241413	7.3287964
40.03238841	7.327642
40.03244577	7.3337593
40.03255562	7.335125
40.03257856	7.3416195
40.03263163	7.3504877
40.03258867	7.3590007
40.03258233	7.3586936
40.03255261	7.3612881
40.03261384	7.3718829
40.03260921	7.3645449
40.03266554	7.3705878
40.03272023	7.3865433
40.03282171	7.3798428
40.03279555	7.3825049
40.0328271	7.38551
40.03283821	7.3895297
40.03284791	7.3886247
40.03282182	7.391686
40.03296448	7.3975
40.03298077	7.40733
40.03297895	7.4114428
40.03300216	7.4094543
40.03302013	7.4117045
40.03301968	7.4193411
40.03305403	7.4162035
40.03310879	7.4210925
40.03320633	7.4335475
40.03325234	7.4341369
40.03329918	7.4364967
40.0333769	7.4406924
40.03327161	7.4469543
40.0334236	7.4500871
40.03334594	7.4478979
40.03347709	7.4566922
40.03352838	7.4660244
40.03351737	7.460403
40.03358347	7.4652658
40.03358755	7.4765058
40.0336552	7.4851031
40.03365973	7.4788051
40.03369837	7.4886613
40.03375861	7.4950261
40.03373978	7.500844
40.03385584	7.5060177
40.03387319	7.5050435
40.0338952	7.5148597
40.03384747	7.5213122
40.03393267	7.5189705
40.03390487	7.526226
40.03404338	7.5291095
40.03405041	7.5340233
40.03404407	7.5364308
40.03414645	7.5386162
40.03418128	7.5390677
40.03420593	7.5479903
40.03416736	7.5418029
40.03421001	7.5517898
40.03427066	7.5576143
40.03429	7.558351
40.03430663	7.5567136
40.03440753	7.5728455
40.03439509	7.5712404
40.03434369	7.5788736
40.03448779	7.5759816
40.03454039	7.5803394
40.03447792	7.5818853
40.03455733	7.5832844
40.03470705	7.5826755
40.03456682	7.595252
40.03471333	7.6002831
40.03474405	7.5973978
40.03472039	7.6070361
40.03481059	7.6092319
40.03485095	7.6111941
40.0348133	7.6152315
40.03483014	7.6211128
40.03492833	7.6224918
40.03488013	7.6336236
40.03481821	7.6235795
40.03498391	7.6325526
40.03500935	7.6306067
40.03508793	7.6309614
40.03502985	7.6408944
40.03501237	7.6551709
40.03509767	7.6548123
40.03510511	7.656918
40.03519545	7.6627383
40.03523433	7.658566
40.03527434	7.6609201
40.03528621	7.6712179
40.03544707	7.676476
40.03527877	7.6811719
40.03534569	7.6797895
40.03536379	7.6795578
40.03548921	7.6813502
40.03551551	7.6807938
40.03551469	7.6961751
40.03547481	7.7036304
40.03556262	7.7100415
40.03562522	7.7046318
40.03566438	7.7147145
40.0357011	7.7246552
40.03575685	7.7223382
40.03580663	7.7235265
40.03586779	7.7284827
40.03589553	7.7357073
40.03591374	7.7397819
40.0360061	7.7358832
40.03595923	7.7426214
40.03603734	7.7518926
40.03607289	7.7480412
40.03601944	7.7502155
40.03609806	7.7634163
40.03613995	7.7751222
40.03619865	7.7713289
40.03619231	7.7795148
40.03628402	7.7693315
40.03631611	7.785326
40.03633531	7.7829161
40.03633401	7.7932134
40.03635386	7.7952652
40.03642665	7.7945638
40.0364487	7.7922807
40.03654195	7.8062239
40.03652437	7.8160796
40.03654497	7.8113332
40.03664707	7.8178062
40.03657394	7.8177929
40.03667838	7.8337698
40.03666758	7.8253627
40.03671901	7.8432713
40.03675723	7.8546658
40.03685821	7.8421469
40.03688001	7.8465562
40.03693514	7.8512397
40.03690377	7.855011
40.03696254	7.8586679
40.03699038	7.8535256
40.03704794	7.8801494
40.03701472	7.871315
40.03714771	7.8791132
40.0371399	7.8815036
40.03723459	7.8942094
40.03731691	7.8919539
40.03721457	7.8947258
40.03729192	7.9106517
40.03726158	7.9131374
40.03731613	7.916338
40.03729058	7.9154239
40.03752997	7.9304681
40.03740181	7.9342084
40.03754032	7.9509544
40.0376127	7.944346
40.03760574	7.9676905
40.03757567	7.9606385
40.03762703	7.972301
40.03765915	7.9766555
40.03764729	7.9768257
40.03771926	7.9795871
40.03763025	7.9745202
40.03781797	7.9820495
40.03782626	7.982038
40.03787944	7.9949861
40.03790677	7.9990349
40.0379525	8.0007248
40.03800287	7.9952922
40.03795106	8.0027103
40.03797688	8.0158052
40.03800006	8.0165997
40.03801093	8.0136147
40.03803503	8.0162992
40.03807206	8.0192471
40.03820529	8.0291824
40.03819525	8.0320826
40.03823083	8.0324812
40.03824294	8.0457973
40.03826032	8.0448961
40.03836534	8.0413084
40.03835745	8.0484362
40.03838347	8.0529156
40.03844759	8.0686884
40.03841505	8.0587854
40.03841745	8.0750856
40.03854126	8.0758524
40.03857853	8.0784311
40.0386556	8.0820608
40.03859807	8.0826054
40.03867504	8.0906839
40.03865015	8.0869045
40.03871197	8.101861
40.03878705	8.1028242
40.03879675	8.1027651
40.03875537	8.1045017
40.03878441	8.1097975
40.03892965	8.1170549
40.03892241	8.1209469
40.03899791	8.1192293
40.03902414	8.13241
40.03902153	8.1366835
40.03902565	8.1346598
40.03908026	8.1388721
40.03902715	8.1369314
40.03920623	8.1534653
40.03920181	8.1466389
40.03921346	8.1509438
40.03917571	8.1604767
40.03920071	8.1678247
40.03924933	8.1588049
40.0392819	8.1630001
40.03926139	8.1624031
40.03932674	8.1764078
40.03931642	8.1658411
40.03938613	8.177207
40.03938753	8.1808796
40.03939535	8.1825476
40.03944709	8.1841764
40.03945617	8.1974802
40.03951154	8.1886845
40.03953328	8.1980143
40.03948288	8.204113
40.03956115	8.2015839
40.0395687	8.2081413
40.03961358	8.207346
40.03962157	8.2108278
40.03965602	8.2180691
40.03978885	8.2115107
40.03980894	8.2194624
40.0398831	8.2333107
40.03981682	8.2392664
40.03981799	8.2425623
40.03991166	8.2481031
40.03998019	8.2511339
40.03993041	8.2525644
40.0400201	8.2570591
40.04004486	8.2658339
40.04012601	8.2605848
40.04011679	8.2591572
40.04020014	8.2711496
40.04020398	8.2776108
40.04026329	8.2826529
40.04030317	8.285449
40.04035357	8.2934532
40.04037705	8.3015909
40.04047765	8.2973785
40.04046102	8.3084393
40.04046986	8.3061619
40.04059579	8.3182573
40.04049997	8.3161612
40.04064829	8.3221006
40.04063413	8.3357792
40.04068507	8.328372
40.0408227	8.3396654
40.04089295	8.3358459
40.04093039	8.3510952
40.04096368	8.3498201
40.04094794	8.3523626
40.04089741	8.3499899
40.04113816	8.3609362
40.04104885	8.3609905
40.04119075	8.3671923
40.04111711	8.3651218
40.04112496	8.3667202
40.04113377	8.3718519
40.04122706	8.3728132
40.04122888	8.3838148
40.04130722	8.3854733
40.04136736	8.3878298
40.04134549	8.3900433
40.04140233	8.3926544
40.04147906	8.3981476
40.04148393	8.4023762
40.041496	8.4021626
40.04154914	8.4068499
40.04151901	8.4115248
40.04163921	8.4160404
40.04157791	8.4220991
40.04164127	8.4261703
40.04175246	8.4306517
40.04177519	8.4264116
40.04177512	8.4307489
40.04173874	8.4348507
40.04186375	8.4466305
40.04181839	8.4462557
40.04185686	8.4505434
40.04201457	8.4607048
40.0419639	8.46457
40.04200785	8.4643393
40.04203446	8.4659119
40.04211709	8.4677877
40.04202026	8.4785404
40.04213577	8.4792004
40.04217098	8.4815454
40.04219251	8.4829445
40.04221833	8.4900131
40.04229733	8.4952793
40.04233288	8.493372
40.0424345	8.5077229
40.042414	8.5041561
40.04241767	8.5096912
40.04244054	8.5153942
40.04251785	8.5204248
40.04248861	8.5290117
40.04260538	8.5332937
40.04259626	8.5405884
40.0425833	8.5372763
40.0427896	8.5459843
40.04276426	8.5396585
40.04281209	8.5526876
40.04274441	8.5582743
40.04279954	8.5634012
40.04289427	8.5687323
40.04299915	8.5722141
40.04288358	8.5741806
40.04299086	8.5802774
40.04302888	8.5827904
40.04314675	8.5830517
40.0432095	8.5936022
40.04313163	8.5915098
40.04324011	8.5958729
40.04327841	8.602953
40.04331486	8.6062307
40.04328479	8.6096525
40.04330615	8.6209593
40.04339149	8.6183844
40.04336917	8.6249132
40.04351848	8.6309204
40.04353617	8.6315374
40.0435157	8.6344967
40.04356861	8.6480703
40.04357221	8.6379995
40.04366077	8.6483583
40.04366522	8.6592541
40.04371134	8.6575985
40.04373503	8.6611595
40.04373352	8.6592798
40.04379119	8.670002
40.04383936	8.6715326
40.04389247	8.6796227
40.04388829	8.6799459
40.04389134	8.6852627
40.04390817	8.6853361
40.04390378	8.6925974
40.04399951	8.694499
40.04387539	8.7019701
40.04402711	8.6967783
40.04412273	8.7093544
40.04408128	8.7121496
40.04420231	8.7124929
40.04408728	8.7131081
40.04416405	8.718503
40.04420015	8.7248478
40.04424938	8.7215757
40.0442429	8.7160616
40.04427691	8.7350149
40.04428737	8.7387085
40.04430698	8.7399731
40.04445112	8.7448778
40.04452675	8.7414474
40.04449055	8.7461824
40.04458192	8.7507076
40.04457537	8.7552366
40.0445764	8.7596178
40.04462114	8.7674294
40.04462605	8.7662363
40.04466201	8.7673702
40.04464439	8.7761784
40.04480262	8.780736
40.04476151	8.791007
40.04480018	8.7927761
40.04482744	8.7944107
40.04486762	8.7971973
40.04488	8.799181
40.04491545	8.7972536
40.04493931	8.8068695
40.04501721	8.810627
40.0449977	8.8117476
40.04493304	8.8213911
40.04511921	8.8256845
40.04511489	8.8290052
40.04518915	8.8354111
40.0451477	8.8422289
40.04528594	8.8407221
40.04529345	8.8443937
40.04530816	8.8568497
40.04541633	8.8588877
40.04537971	8.8681459
40.04553715	8.8627758
40.04549982	8.8804655
40.04543546	8.8735895
40.04556445	8.8857393
40.04561615	8.8924742
40.04567581	8.8975554
40.04564293	8.9009562
40.04571801	8.9033298
40.04577122	8.9134321
40.0457513	8.9076262
40.04588941	8.9237442
40.04575322	8.9225636
40.04591008	8.9268484
40.04585635	8.9322424
40.0459613	8.9363947
40.04593298	8.9347639
40.04606574	8.9334555
40.04607146	8.9406767
40.04611466	8.9480095
40.04611713	8.9573107
40.04617261	8.9598494
40.04615711	8.9562845
40.04625386	8.9657879
40.04617658	8.9642277
40.04624821	8.9667015
40.04635045	8.9751101
40.04636738	8.9890814
40.04636135	8.9857597
40.04645755	8.9858227
40.04651581	8.9937277
40.04649904	8.9957972
40.04654875	9.0057755
40.04653213	8.9910536
40.04665127	9.0089178
40.04669862	9.0142469
40.04668936	9.015646
40.04668483	9.0203857
40.04672358	9.0253229
40.04675317	9.0304928
40.04681975	9.0298653
40.04683754	9.0360975
40.0468937	9.0509157
40.04692507	9.0420151
40.04706842	9.0503263
40.04701662	9.0575628
40.04706733	9.0601377
40.04714087	9.0694866
40.04711409	9.066431
40.04715777	9.0752048
40.04719089	9.0698252
40.04713374	9.0835018
40.04710339	9.0787134
40.04725377	9.0822334
40.04734672	9.0897408
40.04739705	9.0900364
40.04749895	9.0969467
40.04744841	9.107089
40.04742235	9.1085587
40.04748794	9.1036301
40.04754534	9.1126108
40.04748551	9.120676
40.0475357	9.1095896
40.0475716	9.1164026
40.0475993	9.1273394
40.04771303	9.1324739
40.04765001	9.1312437
40.04773655	9.1363859
40.04780066	9.1404505
40.04775105	9.1438446
40.04785583	9.1484289
40.04797336	9.1533337
40.04786903	9.1555986
40.04784143	9.1582317
40.04787153	9.1619844
40.04793201	9.1737738
40.04806823	9.1685324
40.04806271	9.1738501
40.04803943	9.177907
40.04800051	9.1788292
40.04807478	9.1771708
40.04810731	9.1926956
40.04827405	9.195961
40.04833377	9.207406
40.04833555	9.2062235
40.04841774	9.2134304
40.04849461	9.2186756
40.04849611	9.2258511
40.04855035	9.2275047
40.04850081	9.2224627
40.04859534	9.2331285
40.04860885	9.2426586
40.04856074	9.2425051
40.04862959	9.2447863
40.04869579	9.2514849
40.04877733	9.2529335
40.04874407	9.2642088
40.04881751	9.2620964
40.0487943	9.2664661
40.04887809	9.2722797
40.04887175	9.2709751
40.04894803	9.2758036
40.04894704	9.2855711
40.04898763	9.2894459
40.04908326	9.289896
40.04912005	9.2988777
40.04909323	9.2989159
40.04915937	9.2999868
40.04922095	9.3025398
40.0491472	9.3068361
40.04924217	9.3184805
40.0492504	9.3186636
40.04926867	9.3211088
40.04939656	9.3228617
40.04940287	9.3293209
40.04939951	9.3292227
40.04935573	9.3420486
40.04953525	9.3450251
40.04952757	9.3388786
40.04953147	9.3474064
40.04965271	9.3510075
40.04956329	9.3608122
40.04964345	9.3638067
40.04975029	9.3689575
40.0497483	9.3710098
40.04981673	9.3784819
40.04983003	9.3810167
40.04991791	9.3871145
40.04989024	9.3854856
40.04998363	9.3928967
40.0499656	9.395606
40.05005077	9.4050407
40.04998353	9.4048777
40.05009801	9.4117699
40.05004086	9.4113998
40.05011841	9.4086027
40.05013864	9.4136295
40.05016024	9.4165592
40.05020378	9.4256659
40.05017869	9.4303188
40.05025154	9.427845
40.05028271	9.4294624
40.05036763	9.435298
40.05033013	9.4393082
40.05044378	9.4469624
40.0504323	9.4426851
40.05033969	9.4508429
40.05042554	9.4512835
40.05051811	9.4541693
40.05048349	9.459734
40.05050066	9.4674377
40.05054736	9.4661598
40.05064987	9.4670572
40.05054191	9.4807644
40.05062375	9.4800215
40.05079545	9.4869795
40.05074773	9.4877586
40.05079456	9.4896526
40.05081105	9.4967594
40.05082435	9.4941893
40.05094219	9.5093193
40.05090918	9.5085974
40.05095111	9.5183153
40.05091542	9.5162811
40.05099976	9.5264311
40.05093259	9.5260401
40.05107238	9.5269461
40.05108441	9.5381355
40.05110416	9.5375185
40.05111585	9.5332155
40.05115854	9.5342922
40.05115161	9.5462885
40.05127021	9.5529413
40.05135918	9.5508823
40.05134344	9.5506744
40.05132191	9.5584021
40.05136655	9.5657597
40.05142782	9.5753489
40.05155512	9.5710583
40.05157867	9.5755558
40.05154809	9.5800552
40.05164714	9.5892458
40.05173965	9.5919352
40.05161968	9.5970554
40.05159674	9.5928288
40.05166638	9.6072445
40.0517848	9.6106253
40.05174386	9.6141949
40.05176378	9.6188679
40.05180561	9.6201105
40.05183102	9.6255369
40.05188725	9.6281223
40.05191687	9.634778
40.05200553	9.6315193
40.05205195	9.6424589
40.05198026	9.6429749
40.05209646	9.6450329
40.05202819	9.6540079
40.05214031	9.6512403
40.05208542	9.6494608
40.05219318	9.6521091
40.05221138	9.6575537
40.05228414	9.6671667
40.05219335	9.660017
40.05234465	9.6715946
40.05228791	9.6794558
40.05233502	9.6722565
40.05240379	9.6814318
40.05234246	9.6883392
40.05238322	9.7040997
40.05245598	9.6933317
40.05254485	9.6884031
40.05253672	9.7089853
40.05254375	9.711051
40.05251824	9.7139015
40.05267043	9.713418
40.05272646	9.7259007
40.05274939	9.7179937
40.05281755	9.7332201
40.05279506	9.7324371
40.05278618	9.7414322
40.05284433	9.7425985
40.05294698	9.752533
40.05293951	9.754076
40.05310946	9.7614679
40.05310552	9.7633162
40.05316453	9.7724342
40.05319737	9.7844334
40.05313281	9.788908
40.05326269	9.7827692
40.05328703	9.7884188
40.05332766	9.7942801
40.05333976	9.8066378
40.05343775	9.8045683
40.05344745	9.8150816
40.05349576	9.8109131
40.05352514	9.8237591
40.05348191	9.815053
40.05353581	9.8179121
40.05366448	9.8278971
40.05359985	9.8285627
40.05368879	9.8291397
40.0537012	9.845397
40.05371889	9.8384037
40.05370885	9.8410091
40.05377382	9.8454151
40.05374015	9.8521509
40.05378715	9.8575058
40.05380917	9.8545685
40.05377591	9.8591862
40.05392529	9.8691797
40.05390335	9.8655539
40.05396798	9.8713636
40.05400189	9.8727617
40.0540947	9.8842955
40.05410351	9.8839445
40.05411328	9.8769684
40.05422275	9.9057655
40.05422776	9.8977566
40.05426952	9.8978281
40.05418614	9.9021301
40.0542795	9.9213085
40.05434059	9.921628
40.05440419	9.9197111
40.05442874	9.9199114
40.05442614	9.9271431
40.05455725	9.9234705
40.05453465	9.9390011
40.05464913	9.9424086
40.05461145	9.9469175
40.05468863	9.9541655
40.0546947	9.9583101
40.05472977	9.9628983
40.05480218	9.9653625
40.05482821	9.9746742
40.05487182	9.9750481
40.05484559	9.9781256
40.05498061	9.980113
40.05503711	9.9824762
40.0549911	9.9974871
40.05500608	9.9955654
40.05507215	10.005659
40.05505933	10.003805
40.05522143	10.005183
40.05520566	10.013552
40.05522091	10.014021
40.05521642	10.024976
40.0552013	10.029621
40.05521094	10.024908
40.05527286	10.031966
40.05539131	10.027911
40.05540438	10.0418
40.05531242	10.03542
40.05544473	10.046865
40.05551214	10.045606
40.05547946	10.046929
40.05553603	10.056086
40.05559895	10.062693
40.05563299	10.059696
40.05564451	10.072766
40.05575399	10.068592
40.05573458	10.0735
40.05577583	10.076472
40.05577768	10.087323
40.05590862	10.088511
40.05591349	10.085711
40.05593862	10.095048
40.05600139	10.102278
40.05597859	10.100732
40.05598573	10.108671
40.05603781	10.120899
40.05607466	10.110452
40.05619267	10.118835
40.05622038	10.133811
40.05619843	10.124395
40.05619898	10.130547
40.05619051	10.137902
40.05624253	10.14291
40.05626149	10.143888
40.05626234	10.147473
40.05634734	10.15276
40.05643573	10.153203
40.05644975	10.167847
40.05650152	10.171116
40.05650653	10.165112
40.05661861	10.178352
40.05656402	10.181821
40.05654791	10.185422
40.0566245	10.186592
40.05666493	10.190349
40.05671793	10.190761
40.05676411	10.194085
40.05673384	10.200293
40.05681314	10.197942
40.05676885	10.209449
40.05687246	10.213694
40.05693479	10.215539
40.05691278	10.210752
40.05695759	10.221269
40.05700408	10.227082
40.05704498	10.228752
40.05705767	10.231654
40.05711743	10.245549
40.05708194	10.24626
40.05719995	10.253166
40.05714386	10.251317
40.05713821	10.255155
40.05727552	10.259599
40.05731471	10.259588
40.05741589	10.267393
40.05747551	10.266471
40.05747733	10.271916
40.05755193	10.272964
40.05748038	10.286038
40.05751278	10.273987
40.05752001	10.290837
40.05760185	10.286551
40.05769881	10.295643
40.05772336	10.300204
40.0578125	10.306946
40.05777945	10.32152
40.05774736	10.311461
40.05781237	10.32093
40.05784374	10.32177
40.05790905	10.338046
40.05787525	10.342641
40.05796651	10.34277
40.05797015	10.349841
40.05808881	10.356857
40.05809786	10.360591
40.0581147	10.363903
40.05814007	10.366033
40.05817418	10.367572
40.0582264	10.369445
40.05825304	10.369141
40.05823645	10.376844
40.05838795	10.376466
40.05844494	10.382346
40.05831873	10.392131
40.05841501	10.387287
40.05842128	10.401773
40.05855019	10.396096
40.05856991	10.415722
40.05854461	10.40938
40.05858674	10.414968
40.0587111	10.416059
40.05866718	10.423593
40.05865881	10.430546
40.05878224	10.43497
40.05868343	10.430048
40.05885547	10.444613
40.05885777	10.452659
40.05886689	10.450947
40.05889857	10.459516
40.05898387	10.466265
40.05910723	10.4687
40.05913555	10.471981
40.05918671	10.477239
40.05920413	10.485163
40.05918496	10.482534
40.05919017	10.479549
40.05925384	10.489659
40.05931213	10.495708
40.05940069	10.505333
40.05941066	10.502501
40.05945575	10.506149
40.05950323	10.509583
40.05944313	10.512382
40.05948064	10.511821
40.05954338	10.518677
40.05953231	10.527808
40.05968382	10.522724
40.05964747	10.533006
40.05965882	10.539453
40.05966719	10.538109
40.05972122	10.543897
40.05975962	10.551561
40.0598033	10.5526
40.05980337	10.555101
40.05977869	10.557889
40.05988415	10.556031
40.05988717	10.558903
40.05995728	10.570997
40.06001704	10.573719
40.05998111	10.577988
40.06000415	10.577504
40.06006758	10.577114
40.06002959	10.585052
40.0600949	10.589388
40.06016951	10.596015
40.06016584	10.595697
40.06023551	10.595059
40.0602556	10.608154
40.06022118	10.610905
40.06040361	10.619388
40.06028104	10.611197
40.06039158	10.615174
40.06042134	10.63086
40.06045288	10.625297
40.0604897	10.64035
40.06059026	10.640937
40.06065863	10.652161
